CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
76,0.85714286,0.88461538,0.02702703,0.0,0.42857143,1.0,5.73e-05,0.5,18.0
77,0.6969697,0.81818182,0.0212766,0.0,1.0,1.0,6.699e-05,0.54545455,23.0
78,0.66666667,0.64285714,0.0,0.0,0.0,1.0,0.0,0.4,10.0
79,1.0,1.0,0.13043478,0.0,0.0,1.0,0.00024048,1.0,3.33333333
80,1.0,1.0,0.125,0.0,1.0,1.0,0.00034382,1.0,3.5
81,0.72222222,0.76642336,0.07142857,0.0,0.44444444,1.0,0.00017842,0.5,6.5
82,1.0,1.0,0.125,0.0,1.0,1.0,0.00034382,1.0,3.5
83,0.53571429,0.65217391,0.21052632,0.125,0.125,1.0,0.00040128,0.28571429,1.875
84,0.57142857,0.58333333,0.45454545,0.28571429,0.14285714,1.0,0.00114607,0.33333333,0.6
85,1.0,1.0,0.04761905,0.0,0.0,1.0,8.016e-05,1.0,10.0
86,1.0,1.0,0.04761905,0.0,0.0,1.0,8.016e-05,1.0,10.0
87,0.86666667,0.86666667,0.07142857,0.0,0.0,1.0,0.00013365,0.6,6.5
88,1.0,1.0,0.02325581,0.0,1.0,1.0,5.73e-05,1.0,21.0
89,1.0,1.0,0.11764706,0.0,0.0,1.0,0.00026731,1.0,3.75
90,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00032064,1.0,2.5
91,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00032064,1.0,2.5
92,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00032064,1.0,2.5
93,0.9047619,0.90697674,0.0952381,0.0,0.57142857,1.0,0.00022921,0.66666667,4.75
94,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
95,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
96,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
97,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
98,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
99,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
100,0.73333333,0.75,0.0,0.0,0.0,1.0,0.0,0.4,11.0
101,0.73333333,0.75,0.0,0.0,0.0,1.0,0.0,0.4,11.0
102,1.0,1.0,0.02325581,0.0,1.0,1.0,5.73e-05,1.0,21.0
103,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
104,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
105,1.0,1.0,0.02325581,0.0,1.0,1.0,5.73e-05,1.0,21.0
106,0.89285714,0.91111111,0.09090909,0.0,0.875,1.0,0.0002508,0.57142857,5.0
107,1.0,1.0,0.07692308,0.0,0.0,1.0,0.00010016,1.0,6.0
108,0.75,0.77319588,0.0,0.0,0.375,1.0,0.0,0.57142857,21.0
109,0.8,0.78947368,0.11111111,0.0,0.0,1.0,0.00016032,0.5,4.0
110,0.8,0.78947368,0.11111111,0.0,0.0,1.0,0.00016032,0.5,4.0
111,0.76190476,0.76190476,0.0,0.0,0.42857143,1.0,0.0,0.5,16.0
112,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
113,1.0,1.0,0.01369863,0.0,1.0,1.0,4.461e-05,1.0,36.0
114,0.76190476,0.75,0.0,0.0,0.14285714,1.0,0.0,0.5,16.0
115,1.0,1.0,0.11363636,0.0,1.0,1.0,0.0006186,1.0,3.9
116,0.8,0.84615385,0.11111111,0.16666667,0.0,1.0,0.00020048,0.4,4.0
117,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00033414,1.0,3.0
118,0.93333333,0.92307692,0.09677419,0.0,0.0,1.0,0.00020048,0.8,4.66666667
119,0.66666667,0.6,0.2,0.25,0.0,0.75,0.00020032,0.33333333,2.0
120,0.78571429,0.82857143,0.0,0.0,0.375,1.0,0.0,0.57142857,22.0
121,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
122,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
123,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
124,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
125,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
126,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
127,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
128,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
129,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
130,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
131,1.0,1.0,0.04761905,0.0,0.0,1.0,8.016e-05,1.0,10.0
132,0.8,0.72972973,0.0,0.0,0.0,1.0,0.0,0.6,12.0
133,1.0,1.0,0.04545455,0.0,1.0,1.0,0.00011461,1.0,10.5
134,0.80952381,0.82608696,0.0,0.0,0.42857143,1.0,0.0,0.66666667,17.0
135,1.0,1.0,0.02702703,0.0,1.0,1.0,8.921e-05,1.0,18.0
136,1.0,1.0,0.02325581,0.0,1.0,1.0,5.73e-05,1.0,21.0
137,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
138,0.8,0.78947368,0.04,0.0,0.0,1.0,6.683e-05,0.6,12.0
139,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
140,0.6,0.6,0.36842105,0.2,0.0,1.0,0.00056112,0.5,0.85714286
141,1.0,1.0,0.06666667,0.0,1.0,1.0,0.00017191,1.0,7.0
142,1.0,1.0,0.05084746,0.0,1.0,1.0,0.00015048,1.0,9.33333333
143,0.85714286,0.88461538,0.0,0.0,0.42857143,1.0,0.0,0.5,18.0
144,0.85714286,0.88461538,0.0,0.0,0.42857143,1.0,0.0,0.5,18.0
145,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
146,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
147,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
148,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
149,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
150,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
151,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
152,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
153,0.85714286,0.88461538,0.14285714,0.0,0.42857143,1.0,0.00034382,0.5,3.0
154,0.88888889,0.92079208,0.0,0.0,0.88888889,1.0,0.0,0.5,32.0
155,0.9047619,0.90697674,0.0,0.0,0.57142857,1.0,0.0,0.66666667,19.0
156,0.9047619,0.90697674,0.0,0.0,0.57142857,1.0,0.0,0.66666667,19.0
157,0.57142857,0.63636364,0.22580645,0.14285714,0.0,1.0,0.00040112,0.33333333,1.71428571
158,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
159,1.0,1.0,0.42857143,0.25,0.0,1.0,0.00090144,1.0,0.66666667
160,0.94444444,0.94666667,0.0,0.0,1.0,1.0,0.0,0.75,34.0
161,0.95588235,0.96147673,0.0,0.0,1.0,1.0,0.0,0.8125,130.0
162,1.0,1.0,0.4,0.25,0.0,1.0,0.00080128,1.0,0.75
163,1.0,1.0,0.04545455,0.0,1.0,1.0,0.00011461,1.0,10.5
164,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0
165,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0
166,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0
167,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0
168,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
169,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
170,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
171,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
172,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
173,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
174,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
175,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
176,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
177,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
178,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
179,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
180,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
181,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
182,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
183,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
184,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
185,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
186,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
187,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
188,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
189,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
190,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
191,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
192,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
193,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
194,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
195,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
196,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
197,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
198,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
199,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
200,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
201,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
202,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
203,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
204,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
205,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
206,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
207,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
208,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
209,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
210,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
211,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
212,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
213,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0
214,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
215,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
216,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
217,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
218,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
219,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
220,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
221,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
222,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
223,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
224,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
225,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
226,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
227,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
228,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
229,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
230,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
231,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
232,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
233,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
234,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
235,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
236,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
237,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
238,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
239,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
240,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
241,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
242,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
243,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
244,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
245,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
246,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
247,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
248,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
249,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
250,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
251,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
252,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
253,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
254,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
255,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
256,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
257,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
258,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
259,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
260,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
261,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
262,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
263,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
264,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
265,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,78.0
266,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,36.0
267,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
268,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
269,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
270,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,78.0
271,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
272,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,36.0
273,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
274,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
275,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
276,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
277,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,78.0
278,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,36.0
279,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
280,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
281,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
282,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
283,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
284,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
285,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
286,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
287,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
288,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
289,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
290,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
291,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
292,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
293,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
294,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
295,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
296,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
297,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
298,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
299,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
300,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
301,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
302,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
303,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
304,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,36.0
305,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
306,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
307,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
308,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
309,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
310,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
311,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,120.0
312,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,66.0
313,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,105.0
314,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,66.0
315,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00013349,1.0,3.0
316,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00013349,1.0,3.0
317,0.83333333,0.75,0.58333333,0.25,0.0,1.0,0.00140224,0.66666667,0.35714286
318,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
319,0.66666667,0.6,0.27272727,0.25,0.0,0.75,0.00030048,0.33333333,1.33333333
320,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
321,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
322,1.0,1.0,0.13043478,0.0,0.0,1.0,0.00024048,1.0,3.33333333
323,1.0,1.0,0.0625,0.0,0.0,1.0,0.00013365,1.0,7.5
324,0.72222222,0.8540146,0.05454545,0.0,0.77777778,1.0,0.00013382,0.375,8.66666667
325,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00013349,1.0,3.0
326,1.0,1.0,0.21052632,0.0,0.0,1.0,0.00053462,1.0,1.875
327,0.66666667,0.69230769,0.31034483,0.16666667,0.0,1.0,0.00060144,0.4,1.11111111
328,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00032064,1.0,2.5
329,0.83333333,0.75,0.28571429,0.25,0.0,1.0,0.00040064,0.66666667,1.25
330,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00020048,1.0,5.0
331,0.30769231,0.50649351,0.2,0.0,0.15384615,1.0,0.00037116,0.16666667,2.0
332,1.0,1.0,0.07692308,0.0,0.0,1.0,0.00010016,1.0,6.0
333,1.0,1.0,0.18918919,0.0,0.0,1.0,0.00046779,1.0,2.14285714
334,1.0,1.0,0.2,0.0,0.0,1.0,0.00030048,1.0,2.0
335,1.0,1.0,0.2,0.0,0.0,1.0,0.00030048,1.0,2.0
336,1.0,1.0,0.07692308,0.0,0.0,1.0,0.00010016,1.0,6.0
